Segment Info
Segment Name,111
Recording Name,记录001
Subject Name,被试001
Start Time(s),278.6283225
End Time(s),281.1319228

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,8,2.167,0.086,0.505,0.270875
2,Saccades,7,0.336,0.043,0.057,0.048

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,278.628,278.714,0.086
2,Saccades,278.714,278.757,0.043
3,Fixation,278.757,279.027,0.27
4,Saccades,279.027,279.072,0.045
5,Fixation,279.072,279.232,0.16
6,Saccades,279.232,279.277,0.045
7,Fixation,279.277,279.514,0.237
8,Saccades,279.514,279.56,0.046
9,Fixation,279.56,279.782,0.222
10,Saccades,279.782,279.827,0.045
11,Fixation,279.827,280.332,0.505
12,Saccades,280.332,280.389,0.057
13,Fixation,280.389,280.824,0.435
14,Saccades,280.824,280.879,0.055
15,Fixation,280.879,281.131,0.252
