Segment Info
Segment Name,0
Recording Name,记录001
Subject Name,被试001
Start Time(s),0.0177761
End Time(s),2.011485

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.035,0.01,0.015,0.0116666666666667
2,Blink,1,0.158,0.158,0.158,0.158
3,Fixation,7,1.534,0.055,0.312,0.219142857142857
4,Saccades,8,0.267,0.001,0.071,0.033375

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,0.017,0.072,0.055
2,Saccades,0.072,0.079,0.007
3,Null,0.079,0.089,0.01
4,Blink,0.089,0.247,0.158
5,Null,0.247,0.257,0.01
6,Saccades,0.257,0.264,0.007
7,Null,0.264,0.279,0.015
8,Saccades,0.279,0.28,0.001
9,Fixation,0.28,0.555,0.275
10,Saccades,0.555,0.58,0.025
11,Fixation,0.58,0.819,0.239
12,Saccades,0.819,0.874,0.055
13,Fixation,0.874,1.185,0.311
14,Saccades,1.185,1.239,0.054
15,Fixation,1.239,1.514,0.275
16,Saccades,1.514,1.585,0.071
17,Fixation,1.585,1.897,0.312
18,Saccades,1.897,1.944,0.047
19,Fixation,1.944,2.011,0.067
