Segment Info
Segment Name,22
Recording Name,记录001
Subject Name,被试001
Start Time(s),55.2023481
End Time(s),57.6999462

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.03,0.01,0.01,0.01
2,Blink,1,0.108,0.108,0.108,0.108
3,Fixation,9,1.983,0.083,0.444,0.220333333333333
4,Saccades,10,0.376,0.002,0.073,0.0376

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,55.202,55.646,0.444
2,Saccades,55.646,55.706,0.06
3,Fixation,55.706,56.026,0.32
4,Saccades,56.026,56.048,0.022
5,Fixation,56.048,56.386,0.338
6,Saccades,56.386,56.435,0.049
7,Fixation,56.435,56.595,0.16
8,Saccades,56.595,56.668,0.073
9,Fixation,56.668,56.751,0.083
10,Saccades,56.751,56.781,0.03
11,Fixation,56.781,56.896,0.115
12,Saccades,56.896,56.935,0.039
13,Fixation,56.935,57.058,0.123
14,Saccades,57.058,57.123,0.065
15,Fixation,57.123,57.32,0.197
16,Saccades,57.32,57.326,0.006
17,Null,57.326,57.336,0.01
18,Saccades,57.336,57.338,0.002
19,Null,57.338,57.348,0.01
20,Blink,57.348,57.456,0.108
21,Null,57.456,57.466,0.01
22,Saccades,57.466,57.496,0.03
23,Fixation,57.496,57.699,0.203
