Segment Info
Segment Name,16
Recording Name,记录002
Subject Name,被试002
Start Time(s),40.1909848
End Time(s),42.6920768

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.008,0.008,0.008,0.008
2,Fixation,9,2.236,0.13,0.484,0.248444444444444
3,Saccades,9,0.258,0.01,0.065,0.0286666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,40.19,40.339,0.149
2,Saccades,40.339,40.397,0.058
3,Null,40.397,40.405,0.008
4,Saccades,40.405,40.427,0.022
5,Fixation,40.427,40.592,0.165
6,Saccades,40.592,40.617,0.025
7,Fixation,40.617,40.929,0.312
8,Saccades,40.929,40.945,0.016
9,Fixation,40.945,41.429,0.484
10,Saccades,41.429,41.494,0.065
11,Fixation,41.494,41.654,0.16
12,Saccades,41.654,41.674,0.02
13,Fixation,41.674,41.864,0.19
14,Saccades,41.864,41.874,0.01
15,Fixation,41.874,42.197,0.323
16,Saccades,42.197,42.222,0.025
17,Fixation,42.222,42.545,0.323
18,Saccades,42.545,42.562,0.017
19,Fixation,42.562,42.692,0.13
