Segment Info
Segment Name,57
Recording Name,记录002
Subject Name,被试002
Start Time(s),142.9908991
End Time(s),145.4858316

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.008,0.008,0.008,0.008
2,Fixation,8,2.076,0.107,0.503,0.2595
3,Saccades,10,0.411,0.017,0.074,0.0411

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,142.99,143.007,0.017
2,Fixation,143.007,143.203,0.196
3,Saccades,143.203,143.253,0.05
4,Fixation,143.253,143.462,0.209
5,Saccades,143.462,143.508,0.046
6,Fixation,143.508,143.74,0.232
7,Saccades,143.74,143.767,0.027
8,Fixation,143.767,143.988,0.221
9,Saccades,143.988,144.015,0.027
10,Fixation,144.015,144.518,0.503
11,Saccades,144.518,144.592,0.074
12,Fixation,144.592,144.795,0.203
13,Saccades,144.795,144.84,0.045
14,Fixation,144.84,145.245,0.405
15,Saccades,145.245,145.307,0.062
16,Null,145.307,145.315,0.008
17,Saccades,145.315,145.333,0.018
18,Fixation,145.333,145.44,0.107
19,Saccades,145.44,145.485,0.045
