Segment Info
Segment Name,43
Recording Name,记录002
Subject Name,被试002
Start Time(s),108.0554563
End Time(s),110.5482903

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.027,0.006,0.021,0.0135
2,Fixation,7,2.053,0.08,0.651,0.293285714285714
3,Saccades,9,0.413,0.002,0.099,0.0458888888888889

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,108.055,108.386,0.331
2,Saccades,108.386,108.44,0.054
3,Null,108.44,108.461,0.021
4,Saccades,108.461,108.463,0.002
5,Fixation,108.463,108.543,0.08
6,Saccades,108.543,108.588,0.045
7,Fixation,108.588,108.74,0.152
8,Saccades,108.74,108.765,0.025
9,Fixation,108.765,109.111,0.346
10,Saccades,109.111,109.19,0.079
11,Null,109.19,109.196,0.006
12,Saccades,109.196,109.21,0.014
13,Fixation,109.21,109.37,0.16
14,Saccades,109.37,109.405,0.035
15,Fixation,109.405,110.056,0.651
16,Saccades,110.056,110.155,0.099
17,Fixation,110.155,110.488,0.333
18,Saccades,110.488,110.548,0.06
