Segment Info
Segment Name,384
Recording Name,记录001
Subject Name,被试001
Start Time(s),708.633547
End Time(s),710.1796207

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,6,1.351,0.168,0.347,0.225166666666667
2,Saccades,5,0.195,0.022,0.072,0.039

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,708.633,708.98,0.347
2,Saccades,708.98,709.008,0.028
3,Fixation,709.008,709.187,0.179
4,Saccades,709.187,709.232,0.045
5,Fixation,709.232,709.482,0.25
6,Saccades,709.482,709.51,0.028
7,Fixation,709.51,709.733,0.223
8,Saccades,709.733,709.805,0.072
9,Fixation,709.805,709.973,0.168
10,Saccades,709.973,709.995,0.022
11,Fixation,709.995,710.179,0.184
