Segment Info
Segment Name,0
Recording Name,记录001
Subject Name,被试001
Start Time(s),0.0175643
End Time(s),2.5208186

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,10,2.172,0.088,0.398,0.2172
2,Saccades,9,0.331,0.015,0.058,0.0367777777777778

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,0.017,0.305,0.288
2,Saccades,0.305,0.344,0.039
3,Fixation,0.344,0.455,0.111
4,Saccades,0.455,0.487,0.032
5,Fixation,0.487,0.575,0.088
6,Saccades,0.575,0.602,0.027
7,Fixation,0.602,0.87,0.268
8,Saccades,0.87,0.885,0.015
9,Fixation,0.885,1.24,0.355
10,Saccades,1.24,1.289,0.049
11,Fixation,1.289,1.505,0.216
12,Saccades,1.505,1.55,0.045
13,Fixation,1.55,1.749,0.199
14,Saccades,1.749,1.792,0.043
15,Fixation,1.792,1.904,0.112
16,Saccades,1.904,1.962,0.058
17,Fixation,1.962,2.099,0.137
18,Saccades,2.099,2.122,0.023
19,Fixation,2.122,2.52,0.398
