Segment Info
Segment Name,6
Recording Name,记录001
Subject Name,被试001
Start Time(s),15.0678374
End Time(s),17.5690665

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,10,2.057,0.083,0.402,0.2057
2,Saccades,10,0.445,0.002,0.075,0.0445

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,15.067,15.154,0.087
2,Saccades,15.154,15.229,0.075
3,Fixation,15.229,15.397,0.168
4,Saccades,15.397,15.454,0.057
5,Fixation,15.454,15.619,0.165
6,Saccades,15.619,15.659,0.04
7,Fixation,15.659,16.049,0.39
8,Saccades,16.049,16.097,0.048
9,Fixation,16.097,16.499,0.402
10,Saccades,16.499,16.549,0.05
11,Fixation,16.549,16.632,0.083
12,Saccades,16.632,16.689,0.057
13,Fixation,16.689,16.842,0.153
14,Saccades,16.842,16.87,0.028
15,Fixation,16.87,17.162,0.292
16,Saccades,17.162,17.215,0.053
17,Fixation,17.215,17.372,0.157
18,Saccades,17.372,17.407,0.035
19,Fixation,17.407,17.567,0.16
20,Saccades,17.567,17.569,0.002
