Segment Info
Segment Name,67
Recording Name,记录001
Subject Name,被试001
Start Time(s),168.3499977
End Time(s),170.8381982

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.03,0.03,0.03,0.03
2,Fixation,9,2.074,0.091,0.491,0.230444444444444
3,Saccades,9,0.385,0.005,0.067,0.0427777777777778

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,168.349,168.84,0.491
2,Saccades,168.84,168.865,0.025
3,Fixation,168.865,169.027,0.162
4,Saccades,169.027,169.082,0.055
5,Fixation,169.082,169.345,0.263
6,Saccades,169.345,169.35,0.005
7,Null,169.35,169.38,0.03
8,Saccades,169.38,169.422,0.042
9,Fixation,169.422,169.657,0.235
10,Saccades,169.657,169.724,0.067
11,Fixation,169.724,169.882,0.158
12,Saccades,169.882,169.937,0.055
13,Fixation,169.937,170.129,0.192
14,Saccades,170.129,170.187,0.058
15,Fixation,170.187,170.394,0.207
16,Saccades,170.394,170.435,0.041
17,Fixation,170.435,170.71,0.275
18,Saccades,170.71,170.747,0.037
19,Fixation,170.747,170.838,0.091
