Segment Info
Segment Name,164
Recording Name,记录002
Subject Name,被试002
Start Time(s),412.2657863
End Time(s),414.7639429

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,7,2.236,0.139,0.753,0.319428571428571
2,Saccades,6,0.262,0.015,0.06,0.0436666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,412.265,412.56,0.295
2,Saccades,412.56,412.619,0.059
3,Fixation,412.619,412.77,0.151
4,Saccades,412.77,412.807,0.037
5,Fixation,412.807,413.042,0.235
6,Saccades,413.042,413.057,0.015
7,Fixation,413.057,413.81,0.753
8,Saccades,413.81,413.87,0.06
9,Fixation,413.87,414.009,0.139
10,Saccades,414.009,414.062,0.053
11,Fixation,414.062,414.564,0.502
12,Saccades,414.564,414.602,0.038
13,Fixation,414.602,414.763,0.161
