Segment Info
Segment Name,31
Recording Name,记录001
Subject Name,被试001
Start Time(s),77.7860084
End Time(s),80.2722294

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.02,0.01,0.01,0.01
2,Blink,1,0.119,0.119,0.119,0.119
3,Fixation,7,2.05,0.077,0.485,0.292857142857143
4,Saccades,7,0.297,0.011,0.095,0.0424285714285714

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,77.786,77.883,0.097
2,Saccades,77.883,77.908,0.025
3,Fixation,77.908,78.193,0.285
4,Saccades,78.193,78.23,0.037
5,Fixation,78.23,78.625,0.395
6,Saccades,78.625,78.72,0.095
7,Fixation,78.72,79.108,0.388
8,Saccades,79.108,79.17,0.062
9,Fixation,79.17,79.493,0.323
10,Saccades,79.493,79.521,0.028
11,Null,79.521,79.531,0.01
12,Blink,79.531,79.65,0.119
13,Null,79.65,79.66,0.01
14,Saccades,79.66,79.671,0.011
15,Fixation,79.671,80.156,0.485
16,Saccades,80.156,80.195,0.039
17,Fixation,80.195,80.272,0.077
