Segment Info
Segment Name,10
Recording Name,记录001
Subject Name,被试001
Start Time(s),18.4674678
End Time(s),20.4621152

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.029,0.003,0.01,0.00725
2,Blink,1,0.143,0.143,0.143,0.143
3,Fixation,7,1.469,0.05,0.451,0.209857142857143
4,Saccades,9,0.354,0.002,0.137,0.0393333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,18.467,18.612,0.145
2,Saccades,18.612,18.649,0.037
3,Fixation,18.649,19.1,0.451
4,Saccades,19.1,19.145,0.045
5,Fixation,19.145,19.414,0.269
6,Saccades,19.414,19.462,0.048
7,Fixation,19.462,19.817,0.355
8,Saccades,19.817,19.865,0.048
9,Fixation,19.865,20.002,0.137
10,Saccades,20.002,20.139,0.137
11,Null,20.139,20.142,0.003
12,Saccades,20.142,20.164,0.022
13,Null,20.164,20.17,0.006
14,Saccades,20.17,20.175,0.005
15,Fixation,20.175,20.237,0.062
16,Saccades,20.237,20.247,0.01
17,Null,20.247,20.257,0.01
18,Blink,20.257,20.4,0.143
19,Null,20.4,20.41,0.01
20,Saccades,20.41,20.412,0.002
21,Fixation,20.412,20.462,0.05
