Segment Info
Segment Name,26
Recording Name,记录002
Subject Name,被试002
Start Time(s),65.181811
End Time(s),67.6885203

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.018,0.003,0.01,0.006
2,Fixation,6,2.167,0.183,0.774,0.361166666666667
3,Saccades,8,0.322,0.002,0.07,0.04025

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,65.181,65.533,0.352
2,Saccades,65.533,65.576,0.043
3,Fixation,65.576,66.35,0.774
4,Saccades,66.35,66.415,0.065
5,Fixation,66.415,66.598,0.183
6,Saccades,66.598,66.668,0.07
7,Null,66.668,66.673,0.005
8,Saccades,66.673,66.69,0.017
9,Null,66.69,66.693,0.003
10,Saccades,66.693,66.695,0.002
11,Fixation,66.695,66.916,0.221
12,Saccades,66.916,66.975,0.059
13,Null,66.975,66.985,0.01
14,Saccades,66.985,66.998,0.013
15,Fixation,66.998,67.34,0.342
16,Saccades,67.34,67.393,0.053
17,Fixation,67.393,67.688,0.295
