Segment Info
Segment Name,59
Recording Name,记录002
Subject Name,被试002
Start Time(s),148.0186751
End Time(s),150.5095698

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.023,0.005,0.013,0.00766666666666667
2,Fixation,7,2.157,0.072,0.617,0.308142857142857
3,Saccades,9,0.311,0.008,0.063,0.0345555555555556

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,148.018,148.46,0.442
2,Saccades,148.46,148.486,0.026
3,Fixation,148.486,148.746,0.26
4,Saccades,148.746,148.781,0.035
5,Fixation,148.781,148.918,0.137
6,Saccades,148.918,148.98,0.062
7,Null,148.98,148.993,0.013
8,Saccades,148.993,149.001,0.008
9,Fixation,149.001,149.073,0.072
10,Saccades,149.073,149.123,0.05
11,Fixation,149.123,149.74,0.617
12,Saccades,149.74,149.803,0.063
13,Null,149.803,149.808,0.005
14,Saccades,149.808,149.825,0.017
15,Null,149.825,149.83,0.005
16,Saccades,149.83,149.84,0.01
17,Fixation,149.84,150.248,0.408
18,Saccades,150.248,150.288,0.04
19,Fixation,150.288,150.509,0.221
