Segment Info
Segment Name,26
Recording Name,记录002
Subject Name,被试002
Start Time(s),65.3469407
End Time(s),67.8474803

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,6,0.027,0.001,0.01,0.0045
2,Fixation,8,2.082,0.099,0.537,0.26025
3,Saccades,13,0.392,0.002,0.061,0.0301538461538462

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,65.346,65.57,0.224
2,Saccades,65.57,65.629,0.059
3,Null,65.629,65.634,0.005
4,Saccades,65.634,65.654,0.02
5,Null,65.654,65.657,0.003
6,Saccades,65.657,65.659,0.002
7,Fixation,65.659,65.817,0.158
8,Saccades,65.817,65.869,0.052
9,Null,65.869,65.879,0.01
10,Saccades,65.879,65.884,0.005
11,Null,65.884,65.885,0.001
12,Saccades,65.885,65.887,0.002
13,Fixation,65.887,66.029,0.142
14,Saccades,66.029,66.065,0.036
15,Fixation,66.065,66.377,0.312
16,Saccades,66.377,66.412,0.035
17,Fixation,66.412,66.949,0.537
18,Saccades,66.949,67,0.051
19,Fixation,67,67.099,0.099
20,Saccades,67.099,67.16,0.061
21,Null,67.16,67.167,0.007
22,Saccades,67.167,67.184,0.017
23,Null,67.184,67.185,0.001
24,Saccades,67.185,67.187,0.002
25,Fixation,67.187,67.665,0.478
26,Saccades,67.665,67.715,0.05
27,Fixation,67.715,67.847,0.132
