Segment Info
Segment Name,30
Recording Name,记录001
Subject Name,被试001
Start Time(s),75.2945389
End Time(s),77.7861278

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.049,0.008,0.011,0.0098
2,Blink,1,0.108,0.108,0.108,0.108
3,Fixation,8,1.95,0.104,0.683,0.24375
4,Saccades,11,0.385,0.004,0.072,0.035

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,75.294,75.517,0.223
2,Saccades,75.517,75.555,0.038
3,Fixation,75.555,75.682,0.127
4,Saccades,75.682,75.744,0.062
5,Fixation,75.744,75.959,0.215
6,Saccades,75.959,75.967,0.008
7,Null,75.967,75.977,0.01
8,Saccades,75.977,75.994,0.017
9,Null,75.994,76.004,0.01
10,Blink,76.004,76.112,0.108
11,Null,76.112,76.122,0.01
12,Saccades,76.122,76.142,0.02
13,Null,76.142,76.15,0.008
14,Saccades,76.15,76.159,0.009
15,Null,76.159,76.17,0.011
16,Saccades,76.17,76.174,0.004
17,Fixation,76.174,76.344,0.17
18,Saccades,76.344,76.404,0.06
19,Fixation,76.404,76.644,0.24
20,Saccades,76.644,76.702,0.058
21,Fixation,76.702,76.89,0.188
22,Saccades,76.89,76.927,0.037
23,Fixation,76.927,77.61,0.683
24,Saccades,77.61,77.682,0.072
25,Fixation,77.682,77.786,0.104
