Segment Info
Segment Name,182
Recording Name,记录001
Subject Name,被试001
Start Time(s),457.3649856
End Time(s),459.8582571

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.025,0.002,0.01,0.00625
2,Blink,1,0.158,0.158,0.158,0.158
3,Fixation,5,2.14,0.16,0.76,0.428
4,Saccades,8,0.171,0.005,0.045,0.021375

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,457.364,457.895,0.531
2,Saccades,457.895,457.939,0.044
3,Fixation,457.939,458.38,0.441
4,Saccades,458.38,458.424,0.044
5,Fixation,458.424,458.672,0.248
6,Saccades,458.672,458.717,0.045
7,Fixation,458.717,458.877,0.16
8,Saccades,458.877,458.882,0.005
9,Null,458.882,458.892,0.01
10,Blink,458.892,459.05,0.158
11,Null,459.05,459.06,0.01
12,Saccades,459.06,459.067,0.007
13,Null,459.067,459.069,0.002
14,Saccades,459.069,459.077,0.008
15,Null,459.077,459.08,0.003
16,Saccades,459.08,459.09,0.01
17,Fixation,459.09,459.85,0.76
18,Saccades,459.85,459.858,0.008
