Segment Info
Segment Name,34
Recording Name,记录001
Subject Name,被试001
Start Time(s),85.346602
End Time(s),87.857104

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.025,0.002,0.01,0.00625
2,Blink,1,0.138,0.138,0.138,0.138
3,Fixation,9,2.005,0.047,0.445,0.222777777777778
4,Saccades,11,0.343,0.005,0.06,0.0311818181818182

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,85.346,85.499,0.153
2,Saccades,85.499,85.547,0.048
3,Fixation,85.547,85.674,0.127
4,Saccades,85.674,85.722,0.048
5,Fixation,85.722,85.845,0.123
6,Saccades,85.845,85.875,0.03
7,Fixation,85.875,86.075,0.2
8,Saccades,86.075,86.104,0.029
9,Fixation,86.104,86.384,0.28
10,Saccades,86.384,86.409,0.025
11,Null,86.409,86.419,0.01
12,Blink,86.419,86.557,0.138
13,Null,86.557,86.567,0.01
14,Saccades,86.567,86.572,0.005
15,Null,86.572,86.575,0.003
16,Saccades,86.575,86.58,0.005
17,Null,86.58,86.582,0.002
18,Saccades,86.582,86.594,0.012
19,Fixation,86.594,87.039,0.445
20,Saccades,87.039,87.099,0.06
21,Fixation,87.099,87.449,0.35
22,Saccades,87.449,87.485,0.036
23,Fixation,87.485,87.765,0.28
24,Saccades,87.765,87.81,0.045
25,Fixation,87.81,87.857,0.047
