Segment Info
Segment Name,140
Recording Name,记录002
Subject Name,被试002
Start Time(s),351.9306969
End Time(s),354.4227349

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.073,0.005,0.05,0.0243333333333333
2,Fixation,7,2.034,0.107,0.435,0.290571428571429
3,Saccades,9,0.385,0.01,0.068,0.0427777777777778

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,351.93,352.249,0.319
2,Saccades,352.249,352.292,0.043
3,Fixation,352.292,352.399,0.107
4,Saccades,352.399,352.454,0.055
5,Null,352.454,352.504,0.05
6,Saccades,352.504,352.514,0.01
7,Null,352.514,352.532,0.018
8,Saccades,352.532,352.6,0.068
9,Null,352.6,352.605,0.005
10,Saccades,352.605,352.615,0.01
11,Fixation,352.615,352.852,0.237
12,Saccades,352.852,352.899,0.047
13,Fixation,352.899,353.25,0.351
14,Saccades,353.25,353.302,0.052
15,Fixation,353.302,353.659,0.357
16,Saccades,353.659,353.704,0.045
17,Fixation,353.704,353.932,0.228
18,Saccades,353.932,353.987,0.055
19,Fixation,353.987,354.422,0.435
