Segment Info
Segment Name,112
Recording Name,记录002
Subject Name,被试001
Start Time(s),223.5312264
End Time(s),226.2810619

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.025,0.005,0.01,0.00833333333333333
2,Blink,1,0.093,0.093,0.093,0.093
3,Fixation,8,2.314,0.001,0.567,0.28925
4,Saccades,9,0.318,0.01,0.058,0.0353333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,223.531,223.532,0.001
2,Saccades,223.532,223.59,0.058
3,Fixation,223.59,223.845,0.255
4,Saccades,223.845,223.875,0.03
5,Fixation,223.875,224.025,0.15
6,Saccades,224.025,224.072,0.047
7,Fixation,224.072,224.443,0.371
8,Saccades,224.443,224.493,0.05
9,Fixation,224.493,224.69,0.197
10,Saccades,224.69,224.745,0.055
11,Fixation,224.745,225.312,0.567
12,Saccades,225.312,225.322,0.01
13,Null,225.322,225.332,0.01
14,Blink,225.332,225.425,0.093
15,Null,225.425,225.435,0.01
16,Saccades,225.435,225.445,0.01
17,Null,225.445,225.45,0.005
18,Saccades,225.45,225.46,0.01
19,Fixation,225.46,225.767,0.307
20,Saccades,225.767,225.815,0.048
21,Fixation,225.815,226.281,0.466
