Segment Info
Segment Name,0
Recording Name,记录001
Subject Name,被试002
Start Time(s),0.0742391
End Time(s),2.6006527

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.026,0.003,0.01,0.0065
2,Blink,1,0.082,0.082,0.082,0.082
3,Fixation,8,2.084,0.089,0.687,0.2605
4,Saccades,10,0.334,0.01,0.07,0.0334

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,0.074,0.468,0.394
2,Saccades,0.468,0.495,0.027
3,Fixation,0.495,0.613,0.118
4,Saccades,0.613,0.673,0.06
5,Fixation,0.673,0.762,0.089
6,Saccades,0.762,0.815,0.053
7,Null,0.815,0.818,0.003
8,Saccades,0.818,0.838,0.02
9,Fixation,0.838,1.048,0.21
10,Saccades,1.048,1.058,0.01
11,Null,1.058,1.068,0.01
12,Blink,1.068,1.15,0.082
13,Null,1.15,1.16,0.01
14,Saccades,1.16,1.187,0.027
15,Fixation,1.187,1.38,0.193
16,Saccades,1.38,1.4,0.02
17,Fixation,1.4,1.563,0.163
18,Saccades,1.563,1.595,0.032
19,Fixation,1.595,1.825,0.23
20,Saccades,1.825,1.84,0.015
21,Fixation,1.84,2.527,0.687
22,Saccades,2.527,2.597,0.07
23,Null,2.597,2.6,0.003
