Segment Info
Segment Name,38
Recording Name,记录001
Subject Name,被试001
Start Time(s),81.5817469
End Time(s),84.0102755

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.028,0.008,0.01,0.00933333333333333
2,Blink,1,0.135,0.135,0.135,0.135
3,Fixation,8,1.945,0.086,0.447,0.243125
4,Saccades,9,0.321,0.018,0.055,0.0356666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,81.581,81.667,0.086
2,Saccades,81.667,81.71,0.043
3,Fixation,81.71,81.907,0.197
4,Saccades,81.907,81.935,0.028
5,Null,81.935,81.943,0.008
6,Saccades,81.943,81.962,0.019
7,Null,81.962,81.972,0.01
8,Blink,81.972,82.107,0.135
9,Null,82.107,82.117,0.01
10,Saccades,82.117,82.137,0.02
11,Fixation,82.137,82.352,0.215
12,Saccades,82.352,82.37,0.018
13,Fixation,82.37,82.602,0.232
14,Saccades,82.602,82.65,0.048
15,Fixation,82.65,82.943,0.293
16,Saccades,82.943,82.99,0.047
17,Fixation,82.99,83.247,0.257
18,Saccades,83.247,83.29,0.043
19,Fixation,83.29,83.508,0.218
20,Saccades,83.508,83.563,0.055
21,Fixation,83.563,84.01,0.447
