Segment Info
Segment Name,163
Recording Name,记录001
Subject Name,被试001
Start Time(s),409.6102708
End Time(s),412.1070136

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,12,1.996,0.079,0.362,0.166333333333333
2,Saccades,11,0.501,0.018,0.083,0.0455454545454545

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,409.61,409.689,0.079
2,Saccades,409.689,409.772,0.083
3,Fixation,409.772,409.985,0.213
4,Saccades,409.985,410.019,0.034
5,Fixation,410.019,410.129,0.11
6,Saccades,410.129,410.167,0.038
7,Fixation,410.167,410.529,0.362
8,Saccades,410.529,410.592,0.063
9,Fixation,410.592,410.727,0.135
10,Saccades,410.727,410.767,0.04
11,Fixation,410.767,411.067,0.3
12,Saccades,411.067,411.109,0.042
13,Fixation,411.109,411.252,0.143
14,Saccades,411.252,411.29,0.038
15,Fixation,411.29,411.439,0.149
16,Saccades,411.439,411.479,0.04
17,Fixation,411.479,411.59,0.111
18,Saccades,411.59,411.627,0.037
19,Fixation,411.627,411.777,0.15
20,Saccades,411.777,411.795,0.018
21,Fixation,411.795,411.887,0.092
22,Saccades,411.887,411.955,0.068
23,Fixation,411.955,412.107,0.152
