Segment Info
Segment Name,400
Recording Name,记录002
Subject Name,被试002
Start Time(s),1005.7792235
End Time(s),1008.2828155

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.049,0.008,0.021,0.0163333333333333
2,Fixation,8,2.009,0.145,0.47,0.251125
3,Saccades,11,0.445,0.001,0.072,0.0404545454545455

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,1005.779,1006.11,0.331
2,Saccades,1006.11,1006.169,0.059
3,Null,1006.169,1006.189,0.02
4,Saccades,1006.189,1006.19,0.001
5,Fixation,1006.19,1006.422,0.232
6,Saccades,1006.422,1006.474,0.052
7,Fixation,1006.474,1006.619,0.145
8,Saccades,1006.619,1006.667,0.048
9,Fixation,1006.667,1006.844,0.177
10,Saccades,1006.844,1006.889,0.045
11,Fixation,1006.889,1007.359,0.47
12,Saccades,1007.359,1007.392,0.033
13,Fixation,1007.392,1007.575,0.183
14,Saccades,1007.575,1007.644,0.069
15,Null,1007.644,1007.652,0.008
16,Saccades,1007.652,1007.66,0.008
17,Fixation,1007.66,1007.895,0.235
18,Saccades,1007.895,1007.949,0.054
19,Null,1007.949,1007.97,0.021
20,Saccades,1007.97,1007.974,0.004
21,Fixation,1007.974,1008.21,0.236
22,Saccades,1008.21,1008.282,0.072
