Segment Info
Segment Name,146
Recording Name,记录002
Subject Name,被试002
Start Time(s),367.001837
End Time(s),369.5073444

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.001,0.001,0.001,0.001
2,Fixation,9,2.157,0.103,0.68,0.239666666666667
3,Saccades,9,0.348,0.025,0.062,0.0386666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,367.001,367.104,0.103
2,Saccades,367.104,367.134,0.03
3,Fixation,367.134,367.255,0.121
4,Saccades,367.255,367.307,0.052
5,Fixation,367.307,367.45,0.143
6,Saccades,367.45,367.475,0.025
7,Fixation,367.475,368.155,0.68
8,Saccades,368.155,368.185,0.03
9,Fixation,368.185,368.387,0.202
10,Saccades,368.387,368.425,0.038
11,Fixation,368.425,368.722,0.297
12,Saccades,368.722,368.784,0.062
13,Null,368.784,368.785,0.001
14,Saccades,368.785,368.812,0.027
15,Fixation,368.812,369.097,0.285
16,Saccades,369.097,369.129,0.032
17,Fixation,369.129,369.24,0.111
18,Saccades,369.24,369.292,0.052
19,Fixation,369.292,369.507,0.215
