Segment Info
Segment Name,3
Recording Name,记录002
Subject Name,被试002
Start Time(s),7.5584937
End Time(s),10.0686523

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.037,0.002,0.02,0.0123333333333333
2,Fixation,7,2.116,0.055,0.598,0.302285714285714
3,Saccades,9,0.357,0.005,0.065,0.0396666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,7.558,7.711,0.153
2,Saccades,7.711,7.771,0.06
3,Fixation,7.771,7.963,0.192
4,Saccades,7.963,8.008,0.045
5,Fixation,8.008,8.606,0.598
6,Saccades,8.606,8.671,0.065
7,Null,8.671,8.686,0.015
8,Saccades,8.686,8.691,0.005
9,Fixation,8.691,9.213,0.522
10,Saccades,9.213,9.278,0.065
11,Null,9.278,9.298,0.02
12,Saccades,9.298,9.311,0.013
13,Null,9.311,9.313,0.002
14,Saccades,9.313,9.318,0.005
15,Fixation,9.318,9.561,0.243
16,Saccades,9.561,9.605,0.044
17,Fixation,9.605,9.958,0.353
18,Saccades,9.958,10.013,0.055
19,Fixation,10.013,10.068,0.055
