Segment Info
Segment Name,7
Recording Name,记录001
Subject Name,被试001
Start Time(s),17.5470888
End Time(s),20.0369001

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.025,0.005,0.01,0.00833333333333333
2,Blink,1,0.153,0.153,0.153,0.153
3,Fixation,6,2.077,0.18,0.676,0.346166666666667
4,Saccades,8,0.234,0.005,0.05,0.02925

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,17.547,17.893,0.346
2,Saccades,17.893,17.925,0.032
3,Fixation,17.925,18.121,0.196
4,Saccades,18.121,18.171,0.05
5,Fixation,18.171,18.351,0.18
6,Saccades,18.351,18.375,0.024
7,Fixation,18.375,18.753,0.378
8,Saccades,18.753,18.793,0.04
9,Null,18.793,18.803,0.01
10,Blink,18.803,18.956,0.153
11,Null,18.956,18.966,0.01
12,Saccades,18.966,18.993,0.027
13,Null,18.993,18.998,0.005
14,Saccades,18.998,19.01,0.012
15,Fixation,19.01,19.311,0.301
16,Saccades,19.311,19.355,0.044
17,Fixation,19.355,20.031,0.676
18,Saccades,20.031,20.036,0.005
