Segment Info
Segment Name,41
Recording Name,记录001
Subject Name,被试001
Start Time(s),80.7506511
End Time(s),82.7495878

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,6,1.767,0.082,0.471,0.2945
2,Saccades,5,0.232,0.035,0.052,0.0464

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,80.75,81.04,0.29
2,Saccades,81.04,81.075,0.035
3,Fixation,81.075,81.157,0.082
4,Saccades,81.157,81.202,0.045
5,Fixation,81.202,81.545,0.343
6,Saccades,81.545,81.595,0.05
7,Fixation,81.595,81.812,0.217
8,Saccades,81.812,81.864,0.052
9,Fixation,81.864,82.335,0.471
10,Saccades,82.335,82.385,0.05
11,Fixation,82.385,82.749,0.364
