Segment Info
Segment Name,92
Recording Name,记录001
Subject Name,被试001
Start Time(s),231.0255555
End Time(s),233.5196384

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,8,2.089,0.029,0.522,0.261125
2,Saccades,7,0.405,0.027,0.09,0.0578571428571429

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,231.025,231.054,0.029
2,Saccades,231.054,231.135,0.081
3,Fixation,231.135,231.3,0.165
4,Saccades,231.3,231.352,0.052
5,Fixation,231.352,231.712,0.36
6,Saccades,231.712,231.759,0.047
7,Fixation,231.759,232.057,0.298
8,Saccades,232.057,232.115,0.058
9,Fixation,232.115,232.637,0.522
10,Saccades,232.637,232.727,0.09
11,Fixation,232.727,232.835,0.108
12,Saccades,232.835,232.862,0.027
13,Fixation,232.862,233.299,0.437
14,Saccades,233.299,233.349,0.05
15,Fixation,233.349,233.519,0.17
