Segment Info
Segment Name,98
Recording Name,记录002
Subject Name,被试002
Start Time(s),246.3246889
End Time(s),248.828384

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.033,0.001,0.03,0.011
2,Fixation,7,2.177,0.087,0.982,0.311
3,Saccades,9,0.294,0.003,0.065,0.0326666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,246.324,246.643,0.319
2,Saccades,246.643,246.693,0.05
3,Fixation,246.693,246.888,0.195
4,Saccades,246.888,246.935,0.047
5,Fixation,246.935,247.126,0.191
6,Saccades,247.126,247.175,0.049
7,Fixation,247.175,247.388,0.213
8,Saccades,247.388,247.453,0.065
9,Null,247.453,247.455,0.002
10,Saccades,247.455,247.46,0.005
11,Null,247.46,247.461,0.001
12,Saccades,247.461,247.466,0.005
13,Fixation,247.466,247.553,0.087
14,Saccades,247.553,247.556,0.003
15,Null,247.556,247.586,0.03
16,Saccades,247.586,247.638,0.052
17,Fixation,247.638,247.828,0.19
18,Saccades,247.828,247.846,0.018
19,Fixation,247.846,248.828,0.982
