Segment Info
Segment Name,6
Recording Name,记录001
Subject Name,被试001
Start Time(s),10.4359282
End Time(s),12.4354238

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.022,0.002,0.01,0.00733333333333333
2,Blink,1,0.124,0.124,0.124,0.124
3,Fixation,6,1.584,0.135,0.46,0.264
4,Saccades,8,0.27,0.006,0.071,0.03375

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,10.435,10.772,0.337
2,Saccades,10.772,10.795,0.023
3,Null,10.795,10.805,0.01
4,Blink,10.805,10.929,0.124
5,Null,10.929,10.939,0.01
6,Saccades,10.939,10.945,0.006
7,Null,10.945,10.947,0.002
8,Saccades,10.947,10.96,0.013
9,Fixation,10.96,11.095,0.135
10,Saccades,11.095,11.127,0.032
11,Fixation,11.127,11.307,0.18
12,Saccades,11.307,11.377,0.07
13,Fixation,11.377,11.64,0.263
14,Saccades,11.64,11.684,0.044
15,Fixation,11.684,12.144,0.46
16,Saccades,12.144,12.215,0.071
17,Fixation,12.215,12.424,0.209
18,Saccades,12.424,12.435,0.011
