Segment Info
Segment Name,116
Recording Name,记录002
Subject Name,被试002
Start Time(s),291.560991
End Time(s),294.0593489

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.025,0.005,0.01,0.00833333333333333
2,Fixation,7,2.099,0.018,0.429,0.299857142857143
3,Saccades,9,0.375,0.002,0.073,0.0416666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,291.56,291.578,0.018
2,Saccades,291.578,291.651,0.073
3,Null,291.651,291.661,0.01
4,Saccades,291.661,291.663,0.002
5,Fixation,291.663,292.01,0.347
6,Saccades,292.01,292.065,0.055
7,Null,292.065,292.075,0.01
8,Saccades,292.075,292.081,0.006
9,Fixation,292.081,292.496,0.415
10,Saccades,292.496,292.551,0.055
11,Fixation,292.551,292.85,0.299
12,Saccades,292.85,292.9,0.05
13,Fixation,292.9,293.116,0.216
14,Saccades,293.116,293.18,0.064
15,Null,293.18,293.185,0.005
16,Saccades,293.185,293.206,0.021
17,Fixation,293.206,293.581,0.375
18,Saccades,293.581,293.63,0.049
19,Fixation,293.63,294.059,0.429
