Segment Info
Segment Name,339
Recording Name,记录001
Subject Name,被试001
Start Time(s),636.7489975
End Time(s),638.2769128

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.049,0.002,0.027,0.01225
2,Blink,1,0.095,0.095,0.095,0.095
3,Fixation,6,1.192,0.067,0.279,0.198666666666667
4,Saccades,8,0.192,0.001,0.051,0.024

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,636.748,636.815,0.067
2,Saccades,636.815,636.857,0.042
3,Fixation,636.857,637.057,0.2
4,Saccades,637.057,637.1,0.043
5,Fixation,637.1,637.372,0.272
6,Saccades,637.372,637.423,0.051
7,Fixation,637.423,637.562,0.139
8,Saccades,637.562,637.563,0.001
9,Null,637.563,637.573,0.01
10,Blink,637.573,637.668,0.095
11,Null,637.668,637.678,0.01
12,Saccades,637.678,637.683,0.005
13,Null,637.683,637.685,0.002
14,Saccades,637.685,637.695,0.01
15,Null,637.695,637.722,0.027
16,Saccades,637.722,637.725,0.003
17,Fixation,637.725,637.96,0.235
18,Saccades,637.96,637.997,0.037
19,Fixation,637.997,638.276,0.279
