Segment Info
Segment Name,22
Recording Name,记录002
Subject Name,被试002
Start Time(s),55.2425455
End Time(s),57.7470649

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,6,2.35,0.174,1.004,0.391666666666667
2,Saccades,5,0.155,0.001,0.045,0.031

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,55.242,55.52,0.278
2,Saccades,55.52,55.558,0.038
3,Fixation,55.558,55.732,0.174
4,Saccades,55.732,55.768,0.036
5,Fixation,55.768,55.948,0.18
6,Saccades,55.948,55.983,0.035
7,Fixation,55.983,56.987,1.004
8,Saccades,56.987,56.988,0.001
9,Fixation,56.988,57.298,0.31
10,Saccades,57.298,57.343,0.045
11,Fixation,57.343,57.747,0.404
