Segment Info
Segment Name,125
Recording Name,记录002
Subject Name,被试002
Start Time(s),314.2035449
End Time(s),316.7006692

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.013,0.005,0.008,0.0065
2,Fixation,7,2.164,0.1,0.409,0.309142857142857
3,Saccades,8,0.32,0.002,0.081,0.04

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,314.203,314.586,0.383
2,Saccades,314.586,314.638,0.052
3,Fixation,314.638,315.011,0.373
4,Saccades,315.011,315.036,0.025
5,Fixation,315.036,315.445,0.409
6,Saccades,315.445,315.47,0.025
7,Fixation,315.47,315.776,0.306
8,Saccades,315.776,315.85,0.074
9,Fixation,315.85,316.118,0.268
10,Saccades,316.118,316.16,0.042
11,Fixation,316.16,316.485,0.325
12,Saccades,316.485,316.566,0.081
13,Null,316.566,316.571,0.005
14,Saccades,316.571,316.59,0.019
15,Null,316.59,316.598,0.008
16,Saccades,316.598,316.6,0.002
17,Fixation,316.6,316.7,0.1
