Segment Info
Segment Name,341
Recording Name,记录002
Subject Name,被试002
Start Time(s),857.4121429
End Time(s),859.9225716

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.062,0.002,0.022,0.0124
2,Fixation,5,2.218,0.062,1.642,0.4436
3,Saccades,10,0.23,0.001,0.068,0.023

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,857.412,857.687,0.275
2,Saccades,857.687,857.737,0.05
3,Null,857.737,857.749,0.012
4,Saccades,857.749,857.757,0.008
5,Null,857.757,857.759,0.002
6,Saccades,857.759,857.767,0.008
7,Fixation,857.767,857.922,0.155
8,Saccades,857.922,857.95,0.028
9,Null,857.95,857.969,0.019
10,Saccades,857.969,857.97,0.001
11,Fixation,857.97,859.612,1.642
12,Saccades,859.612,859.68,0.068
13,Fixation,859.68,859.764,0.084
14,Saccades,859.764,859.772,0.008
15,Null,859.772,859.794,0.022
16,Saccades,859.794,859.805,0.011
17,Null,859.805,859.812,0.007
18,Saccades,859.812,859.82,0.008
19,Fixation,859.82,859.882,0.062
20,Saccades,859.882,859.922,0.04
