Segment Info
Segment Name,5
Recording Name,记录001
Subject Name,被试001
Start Time(s),12.5530025
End Time(s),15.0404688

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.01,0.01,0.01,0.01
2,Blink,1,0.051,0.051,0.051,0.051
3,Fixation,10,1.977,0.115,0.348,0.1977
4,Saccades,10,0.449,0.005,0.125,0.0449

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,12.553,12.892,0.339
2,Saccades,12.892,12.925,0.033
3,Fixation,12.925,13.13,0.205
4,Saccades,13.13,13.177,0.047
5,Fixation,13.177,13.34,0.163
6,Saccades,13.34,13.36,0.02
7,Fixation,13.36,13.475,0.115
8,Saccades,13.475,13.527,0.052
9,Fixation,13.527,13.76,0.233
10,Saccades,13.76,13.819,0.059
11,Fixation,13.819,14.167,0.348
12,Saccades,14.167,14.217,0.05
13,Fixation,14.217,14.355,0.138
14,Saccades,14.355,14.382,0.027
15,Fixation,14.382,14.529,0.147
16,Saccades,14.529,14.56,0.031
17,Fixation,14.56,14.692,0.132
18,Saccades,14.692,14.817,0.125
19,Fixation,14.817,14.974,0.157
20,Saccades,14.974,14.979,0.005
21,Null,14.979,14.989,0.01
22,Blink,14.989,15.04,0.051
