Segment Info
Segment Name,181
Recording Name,记录001
Subject Name,被试001
Start Time(s),357.4840097
End Time(s),359.210085

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.058,0.001,0.035,0.0116
2,Blink,1,0.135,0.135,0.135,0.135
3,Fixation,6,1.185,0.107,0.272,0.1975
4,Saccades,9,0.348,0.002,0.104,0.0386666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,357.484,357.742,0.258
2,Saccades,357.742,357.782,0.04
3,Fixation,357.782,357.948,0.166
4,Saccades,357.948,358.052,0.104
5,Null,358.052,358.053,0.001
6,Saccades,358.053,358.063,0.01
7,Null,358.063,358.065,0.002
8,Saccades,358.065,358.093,0.028
9,Null,358.093,358.128,0.035
10,Saccades,358.128,358.13,0.002
11,Fixation,358.13,358.402,0.272
12,Saccades,358.402,358.412,0.01
13,Null,358.412,358.422,0.01
14,Blink,358.422,358.557,0.135
15,Null,358.557,358.567,0.01
16,Saccades,358.567,358.577,0.01
17,Fixation,358.577,358.698,0.121
18,Saccades,358.698,358.767,0.069
19,Fixation,358.767,359.028,0.261
20,Saccades,359.028,359.103,0.075
21,Fixation,359.103,359.21,0.107
