Segment Info
Segment Name,81
Recording Name,记录002
Subject Name,被试002
Start Time(s),203.2259071
End Time(s),205.7173972

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.012,0.012,0.012,0.012
2,Fixation,9,2.096,0.023,0.593,0.232888888888889
3,Saccades,9,0.384,0.003,0.06,0.0426666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,203.225,203.248,0.023
2,Saccades,203.248,203.295,0.047
3,Fixation,203.295,203.635,0.34
4,Saccades,203.635,203.685,0.05
5,Fixation,203.685,203.858,0.173
6,Saccades,203.858,203.893,0.035
7,Fixation,203.893,204.093,0.2
8,Saccades,204.093,204.145,0.052
9,Fixation,204.145,204.411,0.266
10,Saccades,204.411,204.465,0.054
11,Fixation,204.465,204.635,0.17
12,Saccades,204.635,204.678,0.043
13,Fixation,204.678,204.923,0.245
14,Saccades,204.923,204.963,0.04
15,Fixation,204.963,205.556,0.593
16,Saccades,205.556,205.616,0.06
17,Null,205.616,205.628,0.012
18,Saccades,205.628,205.631,0.003
19,Fixation,205.631,205.717,0.086
