Segment Info
Segment Name,228
Recording Name,记录001
Subject Name,被试001
Start Time(s),439.7068718
End Time(s),441.4733258

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.02,0.01,0.01,0.01
2,Blink,1,0.144,0.144,0.144,0.144
3,Fixation,7,1.405,0.023,0.361,0.200714285714286
4,Saccades,8,0.198,0.003,0.055,0.02475

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,439.706,439.722,0.016
2,Fixation,439.722,440.083,0.361
3,Saccades,440.083,440.088,0.005
4,Null,440.088,440.098,0.01
5,Blink,440.098,440.242,0.144
6,Null,440.242,440.252,0.01
7,Saccades,440.252,440.255,0.003
8,Fixation,440.255,440.52,0.265
9,Saccades,440.52,440.575,0.055
10,Fixation,440.575,440.838,0.263
11,Saccades,440.838,440.867,0.029
12,Fixation,440.867,440.945,0.078
13,Saccades,440.945,440.998,0.053
14,Fixation,440.998,441.157,0.159
15,Saccades,441.157,441.177,0.02
16,Fixation,441.177,441.433,0.256
17,Saccades,441.433,441.45,0.017
18,Fixation,441.45,441.473,0.023
