Segment Info
Segment Name,218
Recording Name,记录002
Subject Name,被试002
Start Time(s),548.0634462
End Time(s),550.5543648

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.002,0.002,0.002,0.002
2,Fixation,7,2.156,0.063,0.597,0.308
3,Saccades,7,0.333,0.003,0.082,0.0475714285714286

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,548.063,548.154,0.091
2,Saccades,548.154,548.217,0.063
3,Fixation,548.217,548.28,0.063
4,Saccades,548.28,548.362,0.082
5,Fixation,548.362,548.564,0.202
6,Saccades,548.564,548.612,0.048
7,Fixation,548.612,549.11,0.498
8,Saccades,549.11,549.147,0.037
9,Fixation,549.147,549.69,0.543
10,Saccades,549.69,549.737,0.047
11,Fixation,549.737,549.899,0.162
12,Saccades,549.899,549.952,0.053
13,Null,549.952,549.954,0.002
14,Saccades,549.954,549.957,0.003
15,Fixation,549.957,550.554,0.597
