Segment Info
Segment Name,3
Recording Name,记录001
Subject Name,被试001
Start Time(s),7.5517989
End Time(s),10.0376722

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,9,2.15,0.068,0.445,0.238888888888889
2,Saccades,9,0.336,0.004,0.062,0.0373333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,7.551,7.958,0.407
2,Saccades,7.958,7.991,0.033
3,Fixation,7.991,8.16,0.169
4,Saccades,8.16,8.206,0.046
5,Fixation,8.206,8.308,0.102
6,Saccades,8.308,8.331,0.023
7,Fixation,8.331,8.543,0.212
8,Saccades,8.543,8.586,0.043
9,Fixation,8.586,8.826,0.24
10,Saccades,8.826,8.876,0.05
11,Fixation,8.876,9.073,0.197
12,Saccades,9.073,9.135,0.062
13,Fixation,9.135,9.203,0.068
14,Saccades,9.203,9.225,0.022
15,Fixation,9.225,9.535,0.31
16,Saccades,9.535,9.588,0.053
17,Fixation,9.588,10.033,0.445
18,Saccades,10.033,10.037,0.004
