Segment Info
Segment Name,18
Recording Name,记录001
Subject Name,被试001
Start Time(s),34.5210347
End Time(s),36.5103558

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,6,1.768,0.111,0.432,0.294666666666667
2,Saccades,5,0.221,0.026,0.062,0.0442

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,34.521,34.767,0.246
2,Saccades,34.767,34.814,0.047
3,Fixation,34.814,35.234,0.42
4,Saccades,35.234,35.26,0.026
5,Fixation,35.26,35.692,0.432
6,Saccades,35.692,35.754,0.062
7,Fixation,35.754,36.107,0.353
8,Saccades,36.107,36.149,0.042
9,Fixation,36.149,36.355,0.206
10,Saccades,36.355,36.399,0.044
11,Fixation,36.399,36.51,0.111
