Segment Info
Segment Name,180
Recording Name,记录002
Subject Name,被试002
Start Time(s),452.5244105
End Time(s),455.0159985

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,7,2.231,0.065,1.03,0.318714285714286
2,Saccades,6,0.26,0.022,0.057,0.0433333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,452.524,452.935,0.411
2,Saccades,452.935,452.985,0.05
3,Fixation,452.985,453.161,0.176
4,Saccades,453.161,453.185,0.024
5,Fixation,453.185,454.215,1.03
6,Saccades,454.215,454.27,0.055
7,Fixation,454.27,454.351,0.081
8,Saccades,454.351,454.403,0.052
9,Fixation,454.403,454.616,0.213
10,Saccades,454.616,454.638,0.022
11,Fixation,454.638,454.893,0.255
12,Saccades,454.893,454.95,0.057
13,Fixation,454.95,455.015,0.065
