Segment Info
Segment Name,62
Recording Name,记录002
Subject Name,被试002
Start Time(s),155.8507386
End Time(s),158.3418692

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.008,0.008,0.008,0.008
2,Fixation,8,2.156,0.002,0.57,0.2695
3,Saccades,8,0.327,0.015,0.067,0.040875

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,155.85,155.852,0.002
2,Saccades,155.852,155.919,0.067
3,Null,155.919,155.927,0.008
4,Saccades,155.927,155.942,0.015
5,Fixation,155.942,156.129,0.187
6,Saccades,156.129,156.182,0.053
7,Fixation,156.182,156.415,0.233
8,Saccades,156.415,156.444,0.029
9,Fixation,156.444,157.014,0.57
10,Saccades,157.014,157.029,0.015
11,Fixation,157.029,157.197,0.168
12,Saccades,157.197,157.245,0.048
13,Fixation,157.245,157.645,0.4
14,Saccades,157.645,157.692,0.047
15,Fixation,157.692,158.124,0.432
16,Saccades,158.124,158.177,0.053
17,Fixation,158.177,158.341,0.164
