Segment Info
Segment Name,418
Recording Name,记录002
Subject Name,被试002
Start Time(s),1051.0399134
End Time(s),1053.5386447

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,7,2.213,0.11,0.675,0.316142857142857
2,Saccades,6,0.286,0.026,0.062,0.0476666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,1051.039,1051.149,0.11
2,Saccades,1051.149,1051.195,0.046
3,Fixation,1051.195,1051.46,0.265
4,Saccades,1051.46,1051.515,0.055
5,Fixation,1051.515,1051.654,0.139
6,Saccades,1051.654,1051.68,0.026
7,Fixation,1051.68,1052.355,0.675
8,Saccades,1052.355,1052.417,0.062
9,Fixation,1052.417,1052.717,0.3
10,Saccades,1052.717,1052.754,0.037
11,Fixation,1052.754,1053.217,0.463
12,Saccades,1053.217,1053.277,0.06
13,Fixation,1053.277,1053.538,0.261
