Segment Info
Segment Name,157
Recording Name,记录002
Subject Name,被试001
Start Time(s),320.8293232
End Time(s),322.8285598

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,7,1.74,0.147,0.466,0.248571428571429
2,Saccades,6,0.259,0.026,0.055,0.0431666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,320.829,321.073,0.244
2,Saccades,321.073,321.117,0.044
3,Fixation,321.117,321.288,0.171
4,Saccades,321.288,321.33,0.042
5,Fixation,321.33,321.528,0.198
6,Saccades,321.528,321.583,0.055
7,Fixation,321.583,321.73,0.147
8,Saccades,321.73,321.782,0.052
9,Fixation,321.782,321.992,0.21
10,Saccades,321.992,322.018,0.026
11,Fixation,322.018,322.322,0.304
12,Saccades,322.322,322.362,0.04
13,Fixation,322.362,322.828,0.466
