Segment Info
Segment Name,94
Recording Name,记录002
Subject Name,被试001
Start Time(s),182.4598166
End Time(s),184.507796

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.02,0.01,0.01,0.01
2,Blink,1,0.114,0.114,0.114,0.114
3,Fixation,7,1.64,0.157,0.414,0.234285714285714
4,Saccades,7,0.274,0.005,0.051,0.0391428571428571

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,182.459,182.643,0.184
2,Saccades,182.643,182.692,0.049
3,Fixation,182.692,182.892,0.2
4,Saccades,182.892,182.943,0.051
5,Fixation,182.943,183.143,0.2
6,Saccades,183.143,183.148,0.005
7,Null,183.148,183.158,0.01
8,Blink,183.158,183.272,0.114
9,Null,183.272,183.282,0.01
10,Saccades,183.282,183.318,0.036
11,Fixation,183.318,183.732,0.414
12,Saccades,183.732,183.77,0.038
13,Fixation,183.77,183.955,0.185
14,Saccades,183.955,184.003,0.048
15,Fixation,184.003,184.303,0.3
16,Saccades,184.303,184.35,0.047
17,Fixation,184.35,184.507,0.157
