Segment Info
Segment Name,63
Recording Name,记录001
Subject Name,被试001
Start Time(s),124.960612
End Time(s),126.9473853

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.02,0.01,0.01,0.01
2,Blink,1,0.09,0.09,0.09,0.09
3,Fixation,7,1.583,0.027,0.46,0.226142857142857
4,Saccades,7,0.294,0.005,0.08,0.042

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,124.96,125.05,0.09
2,Saccades,125.05,125.097,0.047
3,Fixation,125.097,125.557,0.46
4,Saccades,125.557,125.604,0.047
5,Fixation,125.604,125.675,0.071
6,Saccades,125.675,125.68,0.005
7,Null,125.68,125.69,0.01
8,Blink,125.69,125.78,0.09
9,Null,125.78,125.79,0.01
10,Saccades,125.79,125.809,0.019
11,Fixation,125.809,125.954,0.145
12,Saccades,125.954,126.002,0.048
13,Fixation,126.002,126.43,0.428
14,Saccades,126.43,126.51,0.08
15,Fixation,126.51,126.872,0.362
16,Saccades,126.872,126.92,0.048
17,Fixation,126.92,126.947,0.027
