Segment Info
Segment Name,43
Recording Name,记录001
Subject Name,被试001
Start Time(s),92.6149917
End Time(s),95.296329

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,9,2.326,0.059,0.414,0.258444444444444
2,Saccades,8,0.356,0.03,0.06,0.0445

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,92.614,92.815,0.201
2,Saccades,92.815,92.847,0.032
3,Fixation,92.847,93.065,0.218
4,Saccades,93.065,93.113,0.048
5,Fixation,93.113,93.527,0.414
6,Saccades,93.527,93.587,0.06
7,Fixation,93.587,93.835,0.248
8,Saccades,93.835,93.89,0.055
9,Fixation,93.89,94.17,0.28
10,Saccades,94.17,94.207,0.037
11,Fixation,94.207,94.525,0.318
12,Saccades,94.525,94.56,0.035
13,Fixation,94.56,94.75,0.19
14,Saccades,94.75,94.78,0.03
15,Fixation,94.78,95.178,0.398
16,Saccades,95.178,95.237,0.059
17,Fixation,95.237,95.296,0.059
