Segment Info
Segment Name,3
Recording Name,记录002
Subject Name,被试002
Start Time(s),7.5486953
End Time(s),10.0541718

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.017,0.017,0.017,0.017
2,Fixation,7,2.174,0.161,0.728,0.310571428571429
3,Saccades,8,0.315,0.005,0.062,0.039375

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,7.548,7.862,0.314
2,Saccades,7.862,7.922,0.06
3,Null,7.922,7.939,0.017
4,Saccades,7.939,7.944,0.005
5,Fixation,7.944,8.105,0.161
6,Saccades,8.105,8.155,0.05
7,Fixation,8.155,8.475,0.32
8,Saccades,8.475,8.512,0.037
9,Fixation,8.512,8.83,0.318
10,Saccades,8.83,8.884,0.054
11,Fixation,8.884,9.049,0.165
12,Saccades,9.049,9.089,0.04
13,Fixation,9.089,9.257,0.168
14,Saccades,9.257,9.264,0.007
15,Fixation,9.264,9.992,0.728
16,Saccades,9.992,10.054,0.062
