Segment Info
Segment Name,17
Recording Name,记录001
Subject Name,被试001
Start Time(s),32.5100027
End Time(s),34.5118194

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,8,1.671,0.045,0.342,0.208875
2,Saccades,7,0.33,0.025,0.06,0.0471428571428571

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,32.51,32.555,0.045
2,Saccades,32.555,32.605,0.05
3,Fixation,32.605,32.799,0.194
4,Saccades,32.799,32.855,0.056
5,Fixation,32.855,33.184,0.329
6,Saccades,33.184,33.23,0.046
7,Fixation,33.23,33.394,0.164
8,Saccades,33.394,33.419,0.025
9,Fixation,33.419,33.727,0.308
10,Saccades,33.727,33.77,0.043
11,Fixation,33.77,33.907,0.137
12,Saccades,33.907,33.967,0.06
13,Fixation,33.967,34.119,0.152
14,Saccades,34.119,34.169,0.05
15,Fixation,34.169,34.511,0.342
