Segment Info
Segment Name,2
Recording Name,记录001
Subject Name,被试001
Start Time(s),5.0475641
End Time(s),7.5378417

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.027,0.002,0.01,0.00675
2,Blink,1,0.097,0.097,0.097,0.097
3,Fixation,9,1.933,0.086,0.346,0.214777777777778
4,Saccades,11,0.433,0.001,0.077,0.0393636363636364

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,5.047,5.393,0.346
2,Saccades,5.393,5.436,0.043
3,Fixation,5.436,5.543,0.107
4,Saccades,5.543,5.595,0.052
5,Fixation,5.595,5.866,0.271
6,Saccades,5.866,5.916,0.05
7,Fixation,5.916,6.065,0.149
8,Saccades,6.065,6.103,0.038
9,Fixation,6.103,6.376,0.273
10,Saccades,6.376,6.453,0.077
11,Fixation,6.453,6.651,0.198
12,Saccades,6.651,6.728,0.077
13,Fixation,6.728,6.986,0.258
14,Saccades,6.986,7.051,0.065
15,Fixation,7.051,7.296,0.245
16,Saccades,7.296,7.306,0.01
17,Null,7.306,7.308,0.002
18,Saccades,7.308,7.318,0.01
19,Null,7.318,7.328,0.01
20,Blink,7.328,7.425,0.097
21,Null,7.425,7.435,0.01
22,Saccades,7.435,7.445,0.01
23,Null,7.445,7.45,0.005
24,Saccades,7.45,7.451,0.001
25,Fixation,7.451,7.537,0.086
