Segment Info
Segment Name,316
Recording Name,记录001
Subject Name,被试001
Start Time(s),598.4223052
End Time(s),600.461785

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,6,1.777,0.102,0.457,0.296166666666667
2,Saccades,6,0.262,0.016,0.058,0.0436666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,598.422,598.777,0.355
2,Saccades,598.777,598.833,0.056
3,Fixation,598.833,599.132,0.299
4,Saccades,599.132,599.152,0.02
5,Fixation,599.152,599.313,0.161
6,Saccades,599.313,599.37,0.057
7,Fixation,599.37,599.472,0.102
8,Saccades,599.472,599.53,0.058
9,Fixation,599.53,599.933,0.403
10,Saccades,599.933,599.988,0.055
11,Fixation,599.988,600.445,0.457
12,Saccades,600.445,600.461,0.016
