Segment Info
Segment Name,188
Recording Name,记录002
Subject Name,被试001
Start Time(s),387.0903041
End Time(s),388.9956855

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,6,1.68,0.123,0.513,0.28
2,Saccades,5,0.225,0.031,0.056,0.045

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,387.09,387.603,0.513
2,Saccades,387.603,387.648,0.045
3,Fixation,387.648,387.988,0.34
4,Saccades,387.988,388.042,0.054
5,Fixation,388.042,388.252,0.21
6,Saccades,388.252,388.308,0.056
7,Fixation,388.308,388.552,0.244
8,Saccades,388.552,388.583,0.031
9,Fixation,388.583,388.833,0.25
10,Saccades,388.833,388.872,0.039
11,Fixation,388.872,388.995,0.123
