Segment Info
Segment Name,7
Recording Name,记录002
Subject Name,被试002
Start Time(s),17.6154745
End Time(s),20.1116581

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.011,0.011,0.011,0.011
2,Fixation,9,2.133,0.147,0.327,0.237
3,Saccades,9,0.352,0.002,0.062,0.0391111111111111

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,17.615,17.796,0.181
2,Saccades,17.796,17.831,0.035
3,Fixation,17.831,18.076,0.245
4,Saccades,18.076,18.125,0.049
5,Fixation,18.125,18.301,0.176
6,Saccades,18.301,18.338,0.037
7,Fixation,18.338,18.65,0.312
8,Saccades,18.65,18.671,0.021
9,Fixation,18.671,18.876,0.205
10,Saccades,18.876,18.938,0.062
11,Fixation,18.938,19.085,0.147
12,Saccades,19.085,19.14,0.055
13,Null,19.14,19.151,0.011
14,Saccades,19.151,19.153,0.002
15,Fixation,19.153,19.48,0.327
16,Saccades,19.48,19.528,0.048
17,Fixation,19.528,19.76,0.232
18,Saccades,19.76,19.803,0.043
19,Fixation,19.803,20.111,0.308
