Segment Info
Segment Name,11
Recording Name,记录002
Subject Name,被试002
Start Time(s),27.6366019
End Time(s),30.1339425

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.032,0.002,0.01,0.0064
2,Blink,1,0.109,0.109,0.109,0.109
3,Fixation,6,2.046,0.19,0.531,0.341
4,Saccades,9,0.31,0.003,0.067,0.0344444444444444

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,27.636,28.003,0.367
2,Saccades,28.003,28.055,0.052
3,Fixation,28.055,28.245,0.19
4,Saccades,28.245,28.29,0.045
5,Fixation,28.29,28.661,0.371
6,Saccades,28.661,28.711,0.05
7,Fixation,28.711,29.043,0.332
8,Saccades,29.043,29.046,0.003
9,Null,29.046,29.048,0.002
10,Saccades,29.048,29.051,0.003
11,Null,29.051,29.061,0.01
12,Blink,29.061,29.17,0.109
13,Null,29.17,29.18,0.01
14,Saccades,29.18,29.245,0.065
15,Null,29.245,29.248,0.003
16,Saccades,29.248,29.255,0.007
17,Fixation,29.255,29.786,0.531
18,Saccades,29.786,29.853,0.067
19,Null,29.853,29.86,0.007
20,Saccades,29.86,29.878,0.018
21,Fixation,29.878,30.133,0.255
