Segment Info
Segment Name,59
Recording Name,记录001
Subject Name,被试001
Start Time(s),148.2361817
End Time(s),150.7321756

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,9,2.068,0.093,0.38,0.229777777777778
2,Saccades,8,0.428,0.035,0.062,0.0535

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,148.236,148.329,0.093
2,Saccades,148.329,148.377,0.048
3,Fixation,148.377,148.634,0.257
4,Saccades,148.634,148.669,0.035
5,Fixation,148.669,148.89,0.221
6,Saccades,148.89,148.945,0.055
7,Fixation,148.945,149.119,0.174
8,Saccades,149.119,149.172,0.053
9,Fixation,149.172,149.389,0.217
10,Saccades,149.389,149.442,0.053
11,Fixation,149.442,149.725,0.283
12,Saccades,149.725,149.787,0.062
13,Fixation,149.787,150.105,0.318
14,Saccades,150.105,150.167,0.062
15,Fixation,150.167,150.547,0.38
16,Saccades,150.547,150.607,0.06
17,Fixation,150.607,150.732,0.125
