Segment Info
Segment Name,73
Recording Name,记录001
Subject Name,被试001
Start Time(s),183.2674475
End Time(s),185.7713246

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.02,0.01,0.01,0.01
2,Blink,1,0.156,0.156,0.156,0.156
3,Fixation,6,2.118,0.127,0.576,0.353
4,Saccades,4,0.21,0.029,0.09,0.0525

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,183.267,183.673,0.406
2,Saccades,183.673,183.708,0.035
3,Fixation,183.708,183.835,0.127
4,Null,183.835,183.845,0.01
5,Blink,183.845,184.001,0.156
6,Null,184.001,184.011,0.01
7,Fixation,184.011,184.346,0.335
8,Saccades,184.346,184.436,0.09
9,Fixation,184.436,184.64,0.204
10,Saccades,184.64,184.696,0.056
11,Fixation,184.696,185.166,0.47
12,Saccades,185.166,185.195,0.029
13,Fixation,185.195,185.771,0.576
