Segment Info
Segment Name,77
Recording Name,记录002
Subject Name,被试002
Start Time(s),193.1800778
End Time(s),195.6887481

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.051,0.025,0.026,0.0255
2,Fixation,9,2.045,0.105,0.392,0.227222222222222
3,Saccades,10,0.412,0.002,0.082,0.0412

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,193.18,193.473,0.293
2,Saccades,193.473,193.515,0.042
3,Fixation,193.515,193.763,0.248
4,Saccades,193.763,193.803,0.04
5,Null,193.803,193.828,0.025
6,Saccades,193.828,193.83,0.002
7,Fixation,193.83,194.078,0.248
8,Saccades,194.078,194.123,0.045
9,Fixation,194.123,194.515,0.392
10,Saccades,194.515,194.538,0.023
11,Fixation,194.538,194.748,0.21
12,Saccades,194.748,194.83,0.082
13,Null,194.83,194.856,0.026
14,Saccades,194.856,194.866,0.01
15,Fixation,194.866,195.075,0.209
16,Saccades,195.075,195.118,0.043
17,Fixation,195.118,195.32,0.202
18,Saccades,195.32,195.37,0.05
19,Fixation,195.37,195.508,0.138
20,Saccades,195.508,195.583,0.075
21,Fixation,195.583,195.688,0.105
