Segment Info
Segment Name,12
Recording Name,记录002
Subject Name,被试002
Start Time(s),30.1230663
End Time(s),32.6320612

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,10,2.156,0.115,0.355,0.2156
2,Saccades,9,0.353,0.012,0.067,0.0392222222222222

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,30.123,30.244,0.121
2,Saccades,30.244,30.275,0.031
3,Fixation,30.275,30.442,0.167
4,Saccades,30.442,30.484,0.042
5,Fixation,30.484,30.695,0.211
6,Saccades,30.695,30.762,0.067
7,Fixation,30.762,30.917,0.155
8,Saccades,30.917,30.942,0.025
9,Fixation,30.942,31.297,0.355
10,Saccades,31.297,31.352,0.055
11,Fixation,31.352,31.639,0.287
12,Saccades,31.639,31.699,0.06
13,Fixation,31.699,31.914,0.215
14,Saccades,31.914,31.942,0.028
15,Fixation,31.942,32.26,0.318
16,Saccades,32.26,32.272,0.012
17,Fixation,32.272,32.484,0.212
18,Saccades,32.484,32.517,0.033
19,Fixation,32.517,32.632,0.115
