Segment Info
Segment Name,126
Recording Name,记录001
Subject Name,被试001
Start Time(s),316.2794255
End Time(s),318.7723471

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,12,1.975,0.045,0.351,0.164583333333333
2,Saccades,11,0.518,0.021,0.073,0.0470909090909091

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,316.279,316.324,0.045
2,Saccades,316.324,316.397,0.073
3,Fixation,316.397,316.562,0.165
4,Saccades,316.562,316.602,0.04
5,Fixation,316.602,316.732,0.13
6,Saccades,316.732,316.774,0.042
7,Fixation,316.774,317.125,0.351
8,Saccades,317.125,317.15,0.025
9,Fixation,317.15,317.302,0.152
10,Saccades,317.302,317.357,0.055
11,Fixation,317.357,317.545,0.188
12,Saccades,317.545,317.592,0.047
13,Fixation,317.592,317.745,0.153
14,Saccades,317.745,317.799,0.054
15,Fixation,317.799,317.917,0.118
16,Saccades,317.917,317.974,0.057
17,Fixation,317.974,318.254,0.28
18,Saccades,318.254,318.275,0.021
19,Fixation,318.275,318.465,0.19
20,Saccades,318.465,318.524,0.059
21,Fixation,318.524,318.654,0.13
22,Saccades,318.654,318.699,0.045
23,Fixation,318.699,318.772,0.073
