Segment Info
Segment Name,5
Recording Name,记录002
Subject Name,被试002
Start Time(s),12.5369944
End Time(s),15.0237225

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,10,2.032,0.025,0.502,0.2032
2,Saccades,10,0.455,0.027,0.059,0.0455

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,12.536,12.561,0.025
2,Saccades,12.561,12.62,0.059
3,Fixation,12.62,12.776,0.156
4,Saccades,12.776,12.83,0.054
5,Fixation,12.83,13.105,0.275
6,Saccades,13.105,13.151,0.046
7,Fixation,13.151,13.278,0.127
8,Saccades,13.278,13.32,0.042
9,Fixation,13.32,13.523,0.203
10,Saccades,13.523,13.561,0.038
11,Fixation,13.561,14.063,0.502
12,Saccades,14.063,14.115,0.052
13,Fixation,14.115,14.226,0.111
14,Saccades,14.226,14.273,0.047
15,Fixation,14.273,14.505,0.232
16,Saccades,14.505,14.545,0.04
17,Fixation,14.545,14.768,0.223
18,Saccades,14.768,14.795,0.027
19,Fixation,14.795,14.973,0.178
20,Saccades,14.973,15.023,0.05
